arredamos	ar|re|da$mos|
ravinariam	ra|vi|na|ri|am$
banzas	ban$zas|
animalizarei	a|ni|ma|li|za|rei$
franquearão	fran|que|a|rão$
sonido	so|ni$do|
regionalizar-vos-ia	re|gi|o|na|li|zar|vos|i$a|
desengonçaste	de|sen|gon|ças$te|
compartimentarmos	com|par|ti|men|tar$mos|
agigantar-lhes-íamos	a|gi|gan|tar|lhes|í$a|mos|
pulverizas	pul|ve|ri$zas|
camilianas	ca|mi|li|a$nas|
usurparias	u|sur|pa|ri$as|
alivia	a|li|vi$a|
implicadora	im|pli|ca|do$ra|
entendas	en|ten$das|
subintitulem	su|bin|ti|tu$lem|
ingerir	in|ge|rir$
coabitado	co|a|bi|ta$do|
vazar-lhes-á	va|zar|lhes|á$
cursariam	cur|sa|ri|am$
afortunara	a|for|tu|na$ra|
baforaremos	ba|fo|ra|re$mos|
demitissem	de|mi|tis$sem|
amortizasse	a|mor|ti|zas$se|
reafectação	re|a|fec|ta|ção$
lesmavas	les|ma$vas|
municipalizado	mu|ni|ci|pa|li|za$do|
reputados	re|pu|ta$dos|
acriançar-lhes	a|cri|an|çar$lhes|
afasto	a|fas$to|
travam	tra|vam$
estanham	es|ta|nham$
readaptarias	re|a|dap|ta|ri$as|
consubstanciar-nos-ás	con|subs|tan|ci|ar|nos|ás$
ladear-me-ias	la|de|ar|me|i$as|
demitir-lhe	de|mi|tir$lhe|
improvadores	im|pro|va|do$res|
adjudiquei	ad|ju|di|quei$
escolhi	es|co|lhi$
matematizaste	ma|te|ma|ti|zas$te|
betonadas	be|to|na$das|
reencaminharão	re|en|ca|mi|nha|rão$
descompensação	des|com|pen|sa|ção$
rançar-te-iam	ran|çar|te|i|am$
amantizariam	a|man|ti|za|ri|am$
dessolidarizariam	des|so|li|da|ri|za|ri|am$
metaforizássemos	me|ta|fo|ri|zás$se|mos|
mercantilizar-nos-eis	mer|can|ti|li|zar|nos|eis$
desenevoares	de|se|ne|vo|a$res|
tombolastes	tom|bo|las$tes|
remedaste	re|me|das$te|
planiforme	pla|ni|for$me|
enfraquecer	en|fra|que|cer$
sedam	se|dam$
cavaqueará	ca|va|que|a|rá$
amaciai	a|ma|ci|ai$
calcetá-lo-eis	cal|ce|tá|lo|eis$
enfeou	en|fe|ou$
biscoutá-lo-íeis	bis|cou|tá|lo|í$eis|
namoricareis	na|mo|ri|ca|reis$
convenceram	con|ven|ce$ram|
desagraváramos	de|sa|gra|vá$ra|mos|
desmoronássemos	des|mo|ro|nás$se|mos|
acrescentam	a|cres|cen|tam$
fanfarrearia	fan|far|re|a|ri$a|
precipitaríeis	pre|ci|pi|ta|rí$eis|
desmiúdem	des|mi|ú$dem|
alcançareis	al|can|ça|reis$
adjudicasses	ad|ju|di|cas$ses|
baldeaste	bal|de|as$te|
relanço	re|lan$ço|
interpretações	in|ter|pre|ta|ções$
regirados	re|gi|ra$dos|
adornados	a|dor|na$dos|
mastigasse	mas|ti|gas$se|
guindaríamos	guin|da|rí$a|mos|
realentar-vos-íeis	re|a|len|tar|vos|í$eis|
restituíra	res|ti|tu|í$ra|
requisitaram	re|qui|si|ta$ram|
mineralogista	mi|ne|ra|lo|gis$ta|
crapuleada	cra|pu|le|a$da|
desapartarei	de|sa|par|ta|rei$
incompatibilizar-vos	in|com|pa|ti|bi|li|zar$vos|
peraltear-me	pe|ral|te|ar$me|
calcorreavam	cal|cor|re|a|vam$
entender-lhe-ão	en|ten|der|lhe|ão$
ruralizarei	ru|ra|li|za|rei$
largueto	lar|gue$to|
coadaptarias	co|a|dap|ta|ri$as|
tamareira	ta|ma|rei$ra|
desvalorizando	des|va|lo|ri|zan$do|
declinem	de|cli$nem|
requentado	re|quen|ta$do|
astralização	as|tra|li|za|ção$
resselareis	res|se|la|reis$
empenará	em|pe|na|rá$
basificaras	ba|si|fi|ca$ras|
ajustamento	a|jus|ta|men$to|
besuntaste	be|sun|tas$te|
misturariam	mis|tu|ra|ri|am$
desopilarias	de|so|pi|la|ri$as|
raposar-me-ás	ra|po|sar|me|ás$
dosados	do|sa$dos|
inconformadoras	in|con|for|ma|do$ras|
entarraxar-vos-ão	en|tar|ra|xar|vos|ão$
cocham	co|cham$
queixados	quei|xa$dos|
normalizável	nor|ma|li|zá$vel|
alicerçar-lhes-ás	a|li|cer|çar|lhes|ás$
reptados	rep|ta$dos|
crivam	cri|vam$
fichais	fi|chais$
compararam	com|pa|ra$ram|
parvoeiraríeis	par|voei|ra|rí$eis|
meníngea	me|nín$gea|
recorridos	re|cor|ri$dos|
promulgara	pro|mul|ga$ra|
prosar-lhes-ia	pro|sar|lhes|i$a|
extrairás	ex|trai|rás$
transitivamos	tran|si|ti|va$mos|
desburocratizarei	des|bu|ro|cra|ti|za|rei$
correlacionavas	cor|re|la|ci|o|na$vas|
cinquentona	cin|quen|to$na|
aquiescer-nos-ás	a|qui|es|cer|nos|ás$
bafientos	ba|fi|en$tos|
enunciar-nos-á	e|nun|ci|ar|nos|á$
renegociamentos	re|ne|go|ci|a|men$tos|
limparam	lim|pa$ram|
quimificaríamos	qui|mi|fi|ca|rí$a|mos|
preconizei	pre|co|ni|zei$
encartar-lha	en|car|tar|lha$
facultado	fa|cul|ta$do|
ossículo	os|sí$cu|lo|
prejuízos	pre|ju|í$zos|
agigantai	a|gi|gan|tai$
expirais	ex|pi|rais$
Cândida	cân$di|da|
esmiuçariam	es|mi|u|ça|ri|am$
penitencies	pe|ni|ten|ci$es|
absolvemos	ab|sol|ve$mos|
constituíram	cons|ti|tu|í$ram|
reboliço	re|bo|li$ço|
aproximaria	a|pro|xi|ma|ri$a|
afrancesava	a|fran|ce|sa$va|
penetrei	pe|ne|trei$
explorarias	ex|plo|ra|ri$as|
intercalardes	in|ter|ca|lar$des|
acérrimo	a|cér$ri|mo|
caiaria	cai|a|ri$a|
personificara	per|so|ni|fi|ca$ra|
vomitada	vo|mi|ta$da|
descarnasse	des|car|nas$se|
desculpabilizaremos	des|cul|pa|bi|li|za|re$mos|
Lopez	lo|pez$
transpusestes	trans|pu|ses$tes|
emocionai	e|mo|ci|o|nai$
derreies	der|rei$es|
desagradar	de|sa|gra|dar$
demolham	de|mo|lham$
alquimiar-se	al|qui|mi|ar$se|
desapartara	de|sa|par|ta$ra|
difractaste	di|frac|tas$te|
controlava	con|tro|la$va|
humorística	hu|mo|rís$ti|ca|
adentráveis	a|den|trá$veis|
contratestemunhasses	con|tra|tes|te|mu|nhas$ses|
deontológicos	de|on|to|ló$gi|cos|
bobiná-la	bo|bi|ná$la|
abstrair-te-iam	abs|tra|ir|te|i|am$
distorcereis	dis|tor|ce|reis$
desinvestíssemos	de|sin|ves|tís$se|mos|
apancá-lo-ias	a|pan|cá|lo|i$as|
gigantizado	gi|gan|ti|za$do|
demandando	de|man|dan$do|
tecêramos	te|cê$ra|mos|
interpenetrastes	in|ter|pe|ne|tras$tes|
aguisavas	a|gui|sa$vas|
interferométrica	in|ter|fe|ro|mé$tri|ca|
avivarão	a|vi|va|rão$
banalizássemos	ba|na|li|zás$se|mos|
redesenhar	re|de|se|nhar$
trazes	tra$zes|
purpurar-nos	pur|pu|rar$nos|
disparatados	dis|pa|ra|ta$dos|
rematadores	re|ma|ta|do$res|
tresandas	tre|san$das|
precipitares	pre|ci|pi|ta$res|
algebrizando	al|ge|bri|zan$do|
achatar-te	a|cha|tar$te|
eminenciava	e|mi|nen|ci|a$va|
coalhem	co|a$lhem|
arraçasses	ar|ra|ças$ses|
anicharmos	a|ni|char$mos|
epigrafou	e|pi|gra|fou$
guerreaste	guer|re|as$te|
conjuram	con|ju|ram$
pespegaste	pes|pe|gas$te|
complanava	com|pla|na$va|
mitigá-lo-íeis	mi|ti|gá|lo|í$eis|
valiosíssima	va|li|o|sís$si|ma|
déreis	dé$reis|
enceleirará	en|ce|lei|ra|rá$
difiro	di|fi$ro|
desbandei	des|ban|dei$
extasiavas	ex|ta|si|a$vas|
furnas	fur$nas|
sussurraram	sus|sur|ra$ram|
frustração	frus|tra|ção$
reputar-te-emos	re|pu|tar|te|e$mos|
categorizaste	ca|te|go|ri|zas$te|
galardoarmos	ga|lar|do|ar$mos|
sugestionáveis	su|ges|ti|o|ná$veis|
impacientáramos	im|pa|ci|en|tá$ra|mos|
retemperaste	re|tem|pe|ras$te|
obliquaríamos	o|bli|qua|rí$a|mos|
murchastes	mur|chas$tes|
violado	vi|o|la$do|
telintásseis	te|lin|tás$seis|
agitai	a|gi|tai$
intentaras	in|ten|ta$ras|
secundou	se|cun|dou$
valorizo	va|lo|ri$zo|
arrulhávamos	ar|ru|lhá$va|mos|
patinhando	pa|ti|nhan$do|
estamparmos	es|tam|par$mos|
derroguemos	der|ro|gue$mos|
insidiam	in|si|di|am$
recenseavas	re|cen|se|a$vas|
arroiar-lhe-íamos	ar|roi|ar|lhe|í$a|mos|
pousadas	pou|sa$das|
amorrinhará	a|mor|ri|nha|rá$
cerceado	cer|ce|a$do|
aguilhávamos	a|gui|lhá$va|mos|
diplococos	di|plo|co$cos|
escocês	es|co|cês$
abduzi-lo-íamos	ab|du|zi|lo|í$a|mos|
doirares	doi|ra$res|
latinizei	la|ti|ni|zei$
detínheis	de|tí$nheis|
folgasse	fol|gas$se|
dependuravas	de|pen|du|ra$vas|
malbaratamentos	mal|ba|ra|ta|men$tos|
arredonda	ar|re|don$da|
moêramos	mo|ê$ra|mos|
afracará	a|fra|ca|rá$
acomodáreis	a|co|mo|dá$reis|
indiferenciado	in|di|fe|ren|ci|a$do|
concedidos	con|ce|di$dos|
treinardes	trei|nar$des|
congratuladores	con|gra|tu|la|do$res|
subjugaste	sub|ju|gas$te|
conforte	con|for$te|
corarás	co|ra|rás$
holandizai	ho|lan|di|zai$
estroinavas	es|troi|na$vas|
estuporarei	es|tu|po|ra|rei$
enfastiaria	en|fas|ti|a|ri$a|
dataremos	da|ta|re$mos|
desalfandegarias	de|sal|fan|de|ga|ri$as|
arroiásseis	ar|roi|ás$seis|
deténs	de|téns$
reconstituí	re|cons|ti|tu|í$
aguilhoador	a|gui|lho|a$dor|
regravando	re|gra|van$do|
esbata	es|ba$ta|
clisterizá-los	clis|te|ri|zá|los$
polemizados	po|le|mi|za$dos|
desiniba	de|si|ni$ba|
estroncar-te-ei	es|tron|car|te|ei$
franqueasse	fran|que|as$se|
ressolda	res|sol$da|
reverberemos	re|ver|be|re$mos|
instaurar-lhes-ia	ins|tau|rar|lhes|i$a|
inventadas	in|ven|ta$das|
filhotes	fi|lho$tes|
delongas	de|lon$gas|
trocar-vos-eis	tro|car|vos|eis$
incumbidos	in|cum|bi$dos|
dentárias	den|tá$rias|
acompridada	a|com|pri|da$da|
au	au$
escasseassem	es|cas|se|as$sem|
adivinhar-te-íamos	a|di|vi|nhar|te|í$a|mos|
esgadanhar-me-íamos	es|ga|da|nhar|me|í$a|mos|
centrifugastes	cen|tri|fu|gas$tes|
mortório	mor|tó$rio|
envaidecerás	en|vai|de|ce|rás$
rumavam	ru|ma|vam$
reanimáreis	re|a|ni|má$reis|
Dante	dan$te|
negociamentos	ne|go|ci|a|men$tos|
relambidas	re|lam|bi$das|
coxeardes	co|xe|ar$des|
cooperáveis	co|o|pe|rá$veis|
desgraço	des|gra$ço|
arpões	ar|pões$
autonomizava	au|to|no|mi|za$va|
travejava	tra|ve|ja$va|
feririas	fe|ri|ri$as|
pentagonal	pen|ta|go|nal$
reavaliador	re|a|va|li|a$dor|
soldei	sol|dei$
abdicar-me	ab|di|car$me|
perpetrada	per|pe|tra$da|
separes	se|pa$res|
extraditados	ex|tra|di|ta$dos|
bilhardasses	bi|lhar|das$ses|
atrincheiraram	a|trin|chei|ra$ram|
anelar-se-ia	a|ne|lar|se|i$a|
sobrepensar-te-ia	so|bre|pen|sar|te|i$a|
virilize	vi|ri|li$ze|
entroncasse	en|tron|cas$se|
custodiam	cus|to|di|am$
vergastava	ver|gas|ta$va|
gaita	gai$ta|
invalidares	in|va|li|da$res|
destinar-lhe-ias	des|ti|nar|lhe|i$as|
agachar-te-emos	a|ga|char|te|e$mos|
perfilardes	per|fi|lar$des|
destruo-te	des|tru$o|te|
destemperareis	des|tem|pe|ra|reis$
objecção	ob|jec|ção$
amnistiar-se-iam	am|nis|ti|ar|se|i|am$
impliqueis	im|pli|queis$
rotuláramos	ro|tu|lá$ra|mos|
paleontológico	pa|le|on|to|ló$gi|co|
retostar	re|tos|tar$
tirador	ti|ra$dor|
descabelarias	des|ca|be|la|ri$as|
remoinharei	re|moi|nha|rei$
barlaventejando	bar|la|ven|te|jan$do|
enchusmáramos	en|chus|má$ra|mos|
espanholizarei	es|pa|nho|li|za|rei$
atroaríamos	a|tro|a|rí$a|mos|
repimparei	re|pim|pa|rei$
ciganareis	ci|ga|na|reis$
atafulharas	a|ta|fu|lha$ras|
escorrêreis	es|cor|rê$reis|
revisassem	re|vi|sas$sem|
rabiscaras	ra|bis|ca$ras|
desagravarei	de|sa|gra|va|rei$
sereis	se|reis$
coindicaremos	coin|di|ca|re$mos|
disjuntemos	dis|jun|te$mos|
enrugar-nos-ão	en|ru|gar|nos|ão$
averruga	a|ver|ru$ga|
lembro	lem$bro|
antemostrar-vos-ias	an|te|mos|trar|vos|i$as|
derrogação	der|ro|ga|ção$
cachimbaremos	ca|chim|ba|re$mos|
metodizara	me|to|di|za$ra|
encapotam	en|ca|po|tam$
dobrarmos	do|brar$mos|
capricharei	ca|pri|cha|rei$
contravertereis	con|tra|ver|te|reis$
fundeara	fun|de|a$ra|
trepemos	tre|pe$mos|
candongávamos	can|don|gá$va|mos|
aclamaremos	a|cla|ma|re$mos|
desmagnetizas	des|mag|ne|ti$zas|
embelecer	em|be|le|cer$
viviparismos	vi|vi|pa|ris$mos|
sulfatizar-lhe-á	sul|fa|ti|zar|lhe|á$
velar-lhe-ias	ve|lar|lhe|i$as|
secretariemos	se|cre|ta|ri|e$mos|
desmultipliquei	des|mul|ti|pli|quei$
constatava	cons|ta|ta$va|
generativas	ge|ne|ra|ti$vas|
destrambelhasse	des|tram|be|lhas$se|
arrumar	ar|ru|mar$
inocentadas	i|no|cen|ta$das|
intuam	in|tu|am$
herdam	her|dam$
concatenarei	con|ca|te|na|rei$
metalizavas	me|ta|li|za$vas|
emagrecerdes	e|ma|gre|cer$des|
bitolas	bi|to$las|
prossiga	pros|si$ga|
judiar	ju|di|ar$
reeducai	re|e|du|cai$
remineralizarão	re|mi|ne|ra|li|za|rão$
romanas	ro|ma$nas|
elogiar	e|lo|gi|ar$
rentabilizei	ren|ta|bi|li|zei$
subconcessionáveis	sub|con|ces|si|o|ná$veis|
amortiçar-lhe-á	a|mor|ti|çar|lhe|á$
milésimo	mi|lé$si|mo|
portuário	por|tuá$rio|
reúnas	re|ú$nas|
honrosas	hon|ro$sas|
embrandeças	em|bran|de$ças|
minorias	mi|no|ri$as|
reimportássemos	reim|por|tás$se|mos|
argamassaras	ar|ga|mas|sa$ras|
redopiou	re|do|pi|ou$
limitaras	li|mi|ta$ras|
burburinhassem	bur|bu|ri|nhas$sem|
empilhastes	em|pi|lhas$tes|
adociquei	a|do|ci|quei$
ousar-lhe-ão	ou|sar|lhe|ão$
chutar-lhes-iam	chu|tar|lhes|i|am$
galvanizam	gal|va|ni|zam$
influenciávamos	in|flu|en|ci|á$va|mos|
submeter-vos-eis	sub|me|ter|vos|eis$
factorizaremos	fac|to|ri|za|re$mos|
econométrico	e|co|no|mé$tri|co|
promulgarão	pro|mul|ga|rão$
escalparíeis	es|cal|pa|rí$eis|
tetanizardes	te|ta|ni|zar$des|
equivaleríeis	e|qui|va|le|rí$eis|
encalhar-lhe-emos	en|ca|lhar|lhe|e$mos|
engrandeceríeis	en|gran|de|ce|rí$eis|
desnasalai	des|na|sa|lai$
reentrarias	re|en|tra|ri$as|
aboná-las	a|bo|ná$las|
catarrearia	ca|tar|re|a|ri$a|
destacardes	des|ta|car$des|
direi	di|rei$
preocupaste	pre|o|cu|pas$te|
emplumarei	em|plu|ma|rei$
subjectives	sub|jec|ti$ves|
fulanizar-me-á	fu|la|ni|zar|me|á$
empolgadura	em|pol|ga|du$ra|
insalivado	in|sa|li|va$do|
harpa	har$pa|
estremunhareis	es|tre|mu|nha|reis$
circunscrevera	cir|cuns|cre|ve$ra|
sublimarmos	su|bli|mar$mos|
revoltamos	re|vol|ta$mos|
sufocavas	su|fo|ca$vas|
incombusto	in|com|bus$to|
pudermos	pu|der$mos|
pirateado	pi|ra|te|a$do|
anodizávamos	a|no|di|zá$va|mos|
paparicastes	pa|pa|ri|cas$tes|
bradejardes	bra|de|jar$des|
arredarem	ar|re|da$rem|
exacerbadores	e|xa|cer|ba|do$res|
informatizaste	in|for|ma|ti|zas$te|
circulassem	cir|cu|las$sem|
subintender	su|bin|ten|der$
difusibilidade	di|fu|si|bi|li|da$de|
chateaste	cha|te|as$te|
presentar-te-ia	pre|sen|tar|te|i$a|
goelar-vos-íamos	go|e|lar|vos|í$a|mos|
desfibramento	des|fi|bra|men$to|
metam	me|tam$
imposturásseis	im|pos|tu|rás$seis|
compactaria	com|pac|ta|ri$a|
sargaças	sar|ga$ças|
cravar-lhes-á	cra|var|lhes|á$
vindimares	vin|di|ma$res|
coar-lhes-iam	co|ar|lhes|i|am$
trair-te-ás	trair|te|ás$
retemperado	re|tem|pe|ra$do|
contrabalançarão	con|tra|ba|lan|ça|rão$
resplendesse	res|plen|des$se|
buzinam	bu|zi|nam$
escrevinhasse	es|cre|vi|nhas$se|
afeiçoai	a|fei|ço|ai$
perfeccional	per|fec|ci|o|nal$
reganharia	re|ga|nha|ri$a|
esticaste	es|ti|cas$te|
rumará	ru|ma|rá$
rir-vos-ei	rir|vos|ei$
adjectivado	ad|jec|ti|va$do|
abençoaremos	a|ben|ço|a|re$mos|
expando	ex|pan$do|
viuvariam	vi|u|va|ri|am$
jordana	jor|da$na|
chamas	cha$mas|
ozone	o|zo$ne|
mitifiqueis	mi|ti|fi|queis$
afranzinardes	a|fran|zi|nar$des|
alcaiotava	al|cai|o|ta$va|
debruçasses	de|bru|ças$ses|
torraríeis	tor|ra|rí$eis|
usufrutuar-me-íamos	u|su|fru|tu|ar|me|í$a|mos|
ardífero	ar|dí$fe|ro|
dedilhássemos	de|di|lhás$se|mos|
pejará	pe|ja|rá$
propulsionastes	pro|pul|si|o|nas$tes|
incumbir-lhe-á	in|cum|bir|lhe|á$
amassarmos	a|mas|sar$mos|
sepultadores	se|pul|ta|do$res|
decisor	de|ci|sor$
calorificares	ca|lo|ri|fi|ca$res|
pré-gravadora	pré|gra|va|do$ra|
arrebitar-lhes-ão	ar|re|bi|tar|lhes|ão$
quilharem	qui|lha$rem|
gentilizado	gen|ti|li|za$do|
trajo	tra$jo|
destamparem	des|tam|pa$rem|
professorada	pro|fes|so|ra$da|
logradoiros	lo|gra|doi$ros|
epilogáramos	e|pi|lo|gá$ra|mos|
esmurrará	es|mur|ra|rá$
angariássemos	an|ga|ri|ás$se|mos|
patinara	pa|ti|na$ra|
recortariam	re|cor|ta|ri|am$
interpuserdes	in|ter|pu|ser$des|
trasladarias	tras|la|da|ri$as|
oficiaras	o|fi|ci|a$ras|
esgadanharia	es|ga|da|nha|ri$a|
reputar	re|pu|tar$
petiscasse	pe|tis|cas$se|
inabitareis	i|na|bi|ta|reis$
biscateada	bis|ca|te|a$da|
martelara	mar|te|la$ra|
aferrara	a|fer|ra$ra|
despenitenciavam	des|pe|ni|ten|ci|a|vam$
promissórias	pro|mis|só$rias|
enlambuzámos	en|lam|bu|zá$mos|
fotométricos	fo|to|mé$tri|cos|
cabidas	ca|bi$das|
teorizá-lo-eis	te|o|ri|zá|lo|eis$
reagendava	re|a|gen|da$va|
diligencie	di|li|gen|ci$e|
baseado	ba|se|a$do|
soterres	so|ter$res|
perpetuava	per|pe|tu|a$va|
envidraçáreis	en|vi|dra|çá$reis|
nomenclarei	no|men|cla|rei$
obstarmos	obs|tar$mos|
confederações	con|fe|de|ra|ções$
desentranharás	de|sen|tra|nha|rás$
revalorizações	re|va|lo|ri|za|ções$
dimensionei	di|men|si|o|nei$
embarracásseis	em|bar|ra|cás$seis|
agacharemos	a|ga|cha|re$mos|
pesarosas	pe|sa|ro$sas|
mimalho	mi|ma$lho|
heroicizássemos	he|roi|ci|zás$se|mos|
humedecêssemos	hu|me|de|cês$se|mos|
coubessem	cou|bes$sem|
vidreiros	vi|drei$ros|
decalcareis	de|cal|ca|reis$
entrementes	en|tre|men$tes|
encerar-lhe-ão	en|ce|rar|lhe|ão$
publicitável	pu|bli|ci|tá$vel|
desentrelaçarem	de|sen|tre|la|ça$rem|
contagiarmos	con|ta|gi|ar$mos|
ascender-vos-ás	as|cen|der|vos|ás$
absorveremos	ab|sor|ve|re$mos|
interceptada	in|ter|cep|ta$da|
patarateiem	pa|ta|ra|tei$em|
copulam	co|pu|lam$
destilava	des|ti|la$va|
desafinada	de|sa|fi|na$da|
despronunciares	des|pro|nun|ci|a$res|
corcovou	cor|co|vou$
demonstrarem	de|mons|tra$rem|
untais	un|tais$
ficharemos	fi|cha|re$mos|
novelasse	no|ve|las$se|
bem-querer-se-iam	bem|que|rer|se|i|am$
carburar-lhe-íamos	car|bu|rar|lhe|í$a|mos|
desopilar-lhe-emos	de|so|pi|lar|lhe|e$mos|
averbaria	a|ver|ba|ri$a|
amaináramos	a|mai|ná$ra|mos|
desprazeremos	des|pra|ze|re$mos|
lapisar-me-iam	la|pi|sar|me|i|am$
separata	se|pa|ra$ta|
inculcasses	in|cul|cas$ses|
cambalhotar-nos-iam	cam|ba|lho|tar|nos|i|am$
sobreavisámos	so|bre|a|vi|sá$mos|
escavado	es|ca|va$do|
aquilatara	a|qui|la|ta$ra|
tergiversaram	ter|gi|ver|sa$ram|
aluasse	a|lu|as$se|
deferi	de|fe|ri$
aprestássemos	a|pres|tás$se|mos|
convidardes	con|vi|dar$des|
auroresce	au|ro|res$ce|
toucadoras	tou|ca|do$ras|
claviculado	cla|vi|cu|la$do|
miar-lha	mi|ar|lha$
embalsamadas	em|bal|sa|ma$das|
despregadas	des|pre|ga$das|
recreiam	re|crei|am$
queijavam	quei|ja|vam$
arrebatamento	ar|re|ba|ta|men$to|
bates	ba$tes|
ultrapassarmos	ul|tra|pas|sar$mos|
derrocou	der|ro|cou$
mendigar	men|di|gar$
alfabetizaram	al|fa|be|ti|za$ram|
tangenciar	tan|gen|ci|ar$
calculasses	cal|cu|las$ses|
aguisaríeis	a|gui|sa|rí$eis|
conduzir-nos-eis	con|du|zir|nos|eis$
naufragando	nau|fra|gan$do|
desanquemos	de|san|que$mos|
recorras	re|cor$ras|
encalacrar-lhes-ia	en|ca|la|crar|lhes|i$a|
compenetráreis	com|pe|ne|trá$reis|
amariqueis	a|ma|ri|queis$
esconjunta	es|con|jun$ta|
antevejais	an|te|ve|jais$
abeiçarmos	a|bei|çar$mos|
octogésimas	oc|to|gé$si|mas|
desalmáramos	de|sal|má$ra|mos|
docílimo	do|cí$li|mo|
desinterligues	de|sin|ter|li$gues|
desencurralada	de|sen|cur|ra|la$da|
fardemos	far|de$mos|
exarasses	e|xa|ras$ses|
impaciento	im|pa|ci|en$to|
efeminá-lo-á	e|fe|mi|ná|lo|á$
contrapropor	con|tra|pro|por$
amesquinharás	a|mes|qui|nha|rás$
apreensivo	a|pre|en|si$vo|
cumpliciará	cum|pli|ci|a|rá$
raivecerão	rai|ve|ce|rão$
tacanhearias	ta|ca|nhe|a|ri$as|
categorizarmos	ca|te|go|ri|zar$mos|
desaviaríeis	de|sa|vi|a|rí$eis|
metida	me|ti$da|
fantasiava	fan|ta|si|a$va|
desamparas	de|sam|pa$ras|
aluístes	a|lu|ís$tes|
estuprara	es|tu|pra$ra|
razieis	ra|zieis$
chalaçáveis	cha|la|çá$veis|
amadurecidos	a|ma|du|re|ci$dos|
inflectem	in|flec$tem|
encastele	en|cas|te$le|
eximir-vos-íeis	e|xi|mir|vos|í$eis|
invocadora	in|vo|ca|do$ra|
vulcanológico	vul|ca|no|ló$gi|co|
diferencies	di|fe|ren|ci$es|
roufenhar-lhos	rou|fe|nhar|lhos$
torda	tor$da|
rifares	ri|fa$res|
esconjuntemos	es|con|jun|te$mos|
refloresceria	re|flo|res|ce|ri$a|
assemelhar	as|se|me|lhar$
enrouparão	en|rou|pa|rão$
materializado	ma|te|ri|a|li|za$do|
ladrilhes	la|dri$lhes|
recensearia	re|cen|se|a|ri$a|
pessoalizada	pes|so|a|li|za$da|
enredar-vos-iam	en|re|dar|vos|i|am$
empenharão	em|pe|nha|rão$
rilharia	ri|lha|ri$a|
soalhar-lhes-ia	so|a|lhar|lhes|i$a|
indeterminai	in|de|ter|mi|nai$
quiseres-lho	qui|se|res|lho$
patéticas	pa|té$ti|cas|
nacionalizarão	na|ci|o|na|li|za|rão$
trarias	tra|ri$as|
encaramelara	en|ca|ra|me|la$ra|
embrumareis	em|bru|ma|reis$
agarotar	a|ga|ro|tar$
incubarão	in|cu|ba|rão$
estonteia	es|ton|tei$a|
Martinica	mar|ti|ni$ca|
convolverá	con|vol|ve|rá$
calçador	cal|ça$dor|
desmistificasse	des|mis|ti|fi|cas$se|
garrotaria	gar|ro|ta|ri$a|
despejas	des|pe$jas|
arrobeis	ar|ro|beis$
pressagiamos	pres|sa|gi|a$mos|
bisnagava	bis|na|ga$va|
adversei	ad|ver|sei$
prolongastes	pro|lon|gas$tes|
gratificas	gra|ti|fi$cas|
fatigasses	fa|ti|gas$ses|
epidemiarmos	e|pi|de|mi|ar$mos|
suprimia	su|pri|mi$a|
aplainações	a|plai|na|ções$
robotizai	ro|bo|ti|zai$
quadriculardes	qua|dri|cu|lar$des|
superiorizemos	su|pe|ri|o|ri|ze$mos|
ajornalavam	a|jor|na|la|vam$
alucinareis	a|lu|ci|na|reis$
desdenharam	des|de|nha$ram|
letargiavas	le|tar|gi|a$vas|
desenformando	de|sen|for|man$do|
alfarrobariam	al|far|ro|ba|ri|am$
conversadas	con|ver|sa$das|
estropiar-vos-ão	es|tro|pi|ar|vos|ão$
destravaríamos	des|tra|va|rí$a|mos|
encenado	en|ce|na$do|
contradeclaram	con|tra|de|cla$ram|
resplendido	res|plen|di$do|
teledirigirdes	te|le|di|ri|gir$des|
efervescer-lha	e|fer|ves|cer|lha$
exubere	e|xu|be$re|
nevoentai	ne|vo|en|tai$
encerar	en|ce|rar$
arbitradoras	ar|bi|tra|do$ras|
ergam	er|gam$
espevitaste	es|pe|vi|tas$te|
aproveitadas	a|pro|vei|ta$das|
dava	da$va|
estupidificá-los	es|tu|pi|di|fi|cá|los$
inervássemos	i|ner|vás$se|mos|
futilizáveis	fu|ti|li|zá$veis|
desdigam	des|di|gam$
encaixoteis	en|cai|xo|teis$
aquadrilhávamos	a|qua|dri|lhá$va|mos|
fraccionais	frac|ci|o|nais$
amenizara	a|me|ni|za$ra|
esmiuçar-me-ão	es|mi|u|çar|me|ão$
afoitarei	a|foi|ta|rei$
desgrenhar-lhe-ias	des|gre|nhar|lhe|i$as|
devenha	de|ve$nha|
dissertam	dis|ser|tam$
arroxear-se	ar|ro|xe|ar$se|
rezardes	re|zar$des|
disposição	dis|po|si|ção$
polarizava	po|la|ri|za$va|
decifrámos	de|ci|frá$mos|
posição	po|si|ção$
adulterareis	a|dul|te|ra|reis$
desassossegares	de|sas|sos|se|ga$res|
enrobustecido	en|ro|bus|te|ci$do|
crivados	cri|va$dos|
problematizados	pro|ble|ma|ti|za$dos|
ferie	fe|ri$e|
missareis	mis|sa|reis$
radiografava	ra|di|o|gra|fa$va|
procrastinaste	pro|cras|ti|nas$te|
saltita	sal|ti$ta|
interponhas	in|ter|po$nhas|
corcovado	cor|co|va$do|
avicultoras	a|vi|cul|to$ras|
computorizassem	com|pu|to|ri|zas$sem|
